z_m,phi_V,E_C_J,E_V_J,n_m3,p_m3
9.296482412060301119e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
9.321608040201004710e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
9.346733668341708301e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
9.371859296482411892e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
9.396984924623115483e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
9.422110552763818015e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
9.447236180904522664e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
9.472361809045225197e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
9.497487437185929846e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
9.522613065326632378e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
9.547738693467337028e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
9.572864321608039560e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
9.597989949748744210e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
9.623115577889446742e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
9.648241206030149274e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
9.673366834170853924e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
9.698492462311558574e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
9.723618090452261106e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
9.748743718592963638e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
9.773869346733668288e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
9.798994974874372938e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
9.824120603015075470e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
9.849246231155778002e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
9.874371859296480534e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
9.899497487437185184e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
9.924623115577889833e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
9.949748743718592366e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
9.974874371859294898e-07,4.111903369969386879e-01,-7.146899550063081286e-19,-8.948379357755388085e-19,8.182703233998916682e+22,4.673647338320282698e+08
9.999999999999999547e-07,4.111903369969386324e-01,-7.146899550063080323e-19,-8.948379357755388085e-19,8.182703233998727099e+22,4.673647338320282698e+08
